Date,Adj Close,Total Monthly Return
7/31/11,25.141443,0.19%
8/31/11,25.190372,-3.98%
9/30/11,24.187328,5.40%
10/31/11,25.493612,2.77%
11/30/11,26.19994,1.85%
12/31/11,26.684523,-0.52%
1/31/12,26.54454,3.75%
2/29/12,27.539032,2.56%
3/31/12,28.243458,0.82%
4/30/12,28.476292,-1.17%
5/31/12,28.14304,2.93%
6/30/12,28.967842,3.18%
7/31/12,29.888733,-0.48%
8/31/12,29.74612,1.04%
9/30/12,30.056505,-0.53%
10/31/12,29.896963,1.84%
11/30/12,30.446064,-3.16%
12/31/12,29.483015,6.83%
1/31/13,31.496717,3.31%
2/28/13,32.538918,4.41%
3/31/13,33.974087,3.45%
4/30/13,35.146366,-2.17%
5/31/13,34.382313,-0.95%
6/30/13,34.05608,5.02%
7/31/13,35.764606,-4.54%
8/31/13,34.140106,0.73%
9/30/13,34.390701,7.08%
10/31/13,36.825287,1.56%
11/30/13,37.399185,-0.07%
12/31/13,37.373108,-4.44%
1/31/14,35.712254,3.90%
2/28/14,37.105343,1.68%
3/31/14,37.727421,3.26%
4/30/14,38.958523,1.81%
5/31/14,39.663013,-0.93%
6/30/14,39.293156,-2.65%
7/31/14,38.250439,4.61%
8/31/14,40.014889,-0.04%
9/30/14,39.997158,4.20%
10/31/14,41.677639,5.54%
11/30/14,43.988598,-1.64%
12/31/14,43.265877,-0.26%
1/31/15,43.154915,4.14%
2/28/15,44.943298,-2.54%
3/31/15,43.801975,-0.15%
4/30/15,43.735298,0.87%
5/31/15,44.115055,-2.44%
6/30/15,43.039074,6.35%
7/31/15,45.771214,-5.96%
8/31/15,43.041866,-0.21%
9/30/15,42.950878,6.36%
10/31/15,45.681599,-0.94%
11/30/15,45.25124,2.17%
12/31/15,46.230988,1.28%
1/31/16,46.820461,0.32%
2/29/16,46.96804,4.20%
3/31/16,48.941959,-0.93%
4/30/16,48.488853,0.69%
5/31/16,48.822617,4.73%
6/30/16,51.131176,-0.22%
7/31/16,51.019489,-0.59%
8/31/16,50.721024,-2.15%
9/30/16,49.629745,-0.16%
10/31/16,49.552467,-4.20%
11/30/16,47.469009,2.23%
12/31/16,48.52951,2.46%
1/31/17,49.723339,4.77%
2/28/17,52.096516,-0.94%
3/31/17,51.60487,1.63%
4/30/17,52.446602,2.65%
5/31/17,53.834278,-3.00%
6/30/17,52.218491,1.47%
7/31/17,52.985092,-1.10%
8/31/17,52.400841,-1.33%
9/30/17,51.701653,-1.03%
10/31/17,51.168388,5.58%
11/30/17,54.021252,1.50%
12/31/17,54.830849,2.39%
1/31/18,56.141357,-7.63%
2/28/18,51.85939,-1.46%
3/31/18,51.102039,-3.60%
4/30/18,49.260479,-1.57%
5/31/18,48.489105,3.77%
6/30/18,50.31501,4.76%
7/31/18,52.711918,0.39%
8/31/18,52.918552,0.28%
9/30/18,53.066151,2.72%
10/31/18,54.511177,2.27%
11/30/18,55.749844,-9.74%
12/31/18,50.319534,6.10%
