Date,Adj Close,Total Monthly Return
11/30/04,27.72789,4.35%
12/31/04,28.933098,-3.98%
1/31/05,27.781326,-0.53%
2/28/05,27.633299,-1.31%
3/31/05,27.271433,-6.23%
4/30/05,25.572601,6.18%
5/31/05,27.153904,-0.58%
6/30/05,26.997416,5.83%
7/31/05,28.570976,-3.29%
8/31/05,27.630697,-3.01%
9/30/05,26.797655,-1.86%
10/31/05,26.300076,3.99%
11/30/05,27.349436,-1.36%
12/31/05,26.97761,2.30%
1/31/06,27.597044,0.72%
2/28/06,27.79636,0.57%
3/31/06,27.954155,1.30%
4/30/06,28.317101,-1.67%
5/31/06,27.843615,-0.39%
6/30/06,27.735638,-3.12%
7/31/06,26.870899,1.98%
8/31/06,27.40366,6.17%
9/30/06,29.093494,6.67%
10/31/06,31.034359,1.26%
11/30/06,31.426361,1.80%
12/31/06,31.993513,3.24%
1/31/07,33.028568,-2.99%
2/28/07,32.040882,-0.65%
3/31/07,31.831633,2.55%
4/30/07,32.644112,3.01%
5/31/07,33.62521,-1.92%
6/30/07,32.979527,-5.76%
7/31/07,31.080538,0.62%
8/31/07,31.273733,-1.07%
9/30/07,30.937744,-0.29%
10/31/07,30.847141,-5.46%
11/30/07,29.163792,-5.63%
12/31/07,27.522551,0.35%
1/31/08,27.617567,-3.87%
2/29/08,26.549479,-1.92%
3/31/08,26.040867,2.51%
4/30/08,26.694805,2.73%
5/31/08,27.42477,-11.85%
6/30/08,24.173862,0.54%
7/31/08,24.304106,6.91%
8/31/08,25.982311,-8.52%
9/30/08,23.767427,-17.34%
10/31/08,19.64517,-10.84%
11/30/08,17.516512,5.27%
12/31/08,18.439789,-9.94%
1/31/09,16.607361,-9.08%
2/28/09,15.09995,12.09%
3/31/09,16.926077,19.16%
4/30/09,20.169594,-0.73%
5/31/09,20.022373,-0.17%
6/30/09,19.987724,9.96%
7/31/09,21.977793,3.52%
8/31/09,22.751844,5.01%
9/30/09,23.891174,-2.05%
10/31/09,23.401646,6.71%
11/30/09,24.972229,4.02%
12/31/09,25.975651,-2.36%
1/31/10,25.363127,5.57%
2/28/10,26.775599,7.60%
3/31/10,28.810968,6.23%
4/30/10,30.606319,-7.04%
5/31/10,28.452806,-10.01%
6/30/10,25.604885,8.28%
7/31/10,27.72443,-3.98%
8/31/10,26.622154,10.67%
9/30/10,29.461617,5.88%
10/31/10,31.192926,2.52%
11/30/10,31.980268,3.49%
12/31/10,33.094944,-0.03%
1/31/11,33.085472,6.00%
2/28/11,35.069889,-0.91%
3/31/11,34.749535,4.19%
4/30/11,36.205242,-0.27%
5/31/11,36.107025,-0.57%
6/30/11,35.901676,-1.04%
7/31/11,35.526661,-5.25%
8/31/11,33.662975,-7.21%
9/30/11,31.23481,12.32%
10/31/11,35.081993,-0.72%
11/30/11,34.830257,0.72%
12/31/11,35.081993,6.51%
1/31/12,37.365517,4.53%
2/29/12,39.056553,4.40%
3/31/12,40.774723,1.46%
4/30/12,41.37196,-5.50%
5/31/12,39.095177,1.58%
6/30/12,39.71199,-0.20%
7/31/12,39.633904,4.62%
8/31/12,41.463589,2.72%
9/30/12,42.592358,-1.20%
10/31/12,42.083294,3.17%
11/30/12,43.416954,-0.19%
12/31/12,43.33474,6.35%
1/31/13,46.085693,1.60%
2/28/13,46.821156,4.06%
3/31/13,48.724163,3.35%
4/30/13,50.354515,2.77%
5/31/13,51.746853,0.50%
6/30/13,52.005039,5.60%
7/31/13,54.918991,-2.85%
8/31/13,53.35569,5.11%
9/30/13,56.084534,4.89%
10/31/13,58.828617,3.45%
11/30/13,60.860397,1.87%
12/31/13,62.001518,-5.62%
1/31/14,58.514351,6.40%
2/28/14,62.258808,-3.17%
3/31/14,60.284122,-1.05%
4/30/14,59.651123,2.88%
5/31/14,61.370384,1.61%
6/30/14,62.360832,-0.96%
7/31/14,61.76376,4.45%
8/31/14,64.510284,-3.10%
9/30/14,62.513672,2.46%
10/31/14,64.048531,5.45%
11/30/14,67.537811,0.47%
12/31/14,67.857597,-2.59%
1/31/15,66.099113,8.54%
2/28/15,71.746658,-0.82%
3/31/15,71.161148,0.28%
4/30/15,71.362495,1.31%
5/31/15,72.300606,0.24%
6/30/15,72.471161,5.22%
7/31/15,76.256683,-6.53%
8/31/15,71.275581,-0.99%
9/30/15,70.572136,9.48%
10/31/15,77.259659,-0.23%
11/30/15,77.078354,-3.24%
12/31/15,74.578423,-4.79%
1/31/16,71.006676,0.45%
2/29/16,71.322884,6.26%
3/31/16,75.787735,0.54%
4/30/16,76.19593,0.05%
5/31/16,76.234398,-1.49%
6/30/16,75.099159,4.93%
7/31/16,78.802505,-1.30%
8/31/16,77.779099,-0.65%
9/30/16,77.277046,-2.05%
10/31/16,75.69146,4.80%
11/30/16,79.325829,-0.55%
12/31/16,78.889687,4.83%
1/31/17,82.700768,1.82%
2/28/17,84.202087,1.83%
3/31/17,85.742424,2.71%
4/30/17,88.062119,1.10%
5/31/17,89.030159,-1.56%
6/30/17,87.641663,2.24%
7/31/17,89.605713,-1.86%
8/31/17,87.938362,0.47%
9/30/17,88.350296,2.48%
10/31/17,90.542839,5.07%
11/30/17,95.129517,2.11%
12/31/17,97.137428,9.61%
1/31/18,106.475105,-3.47%
2/28/18,102.78141,-2.67%
3/31/18,100.035828,2.68%
4/30/18,102.717529,1.99%
5/31/18,104.758011,3.35%
6/30/18,108.264481,2.07%
7/31/18,110.505318,5.10%
8/31/18,116.146286,0.23%
9/30/18,116.414429,-9.83%
10/31/18,104.96859,2.48%
11/30/18,107.568398,-8.32%
12/31/18,98.623459,10.30%
